NoOA;NoOAMaitre;NoCommmande;Recevable;TypeDest;QteAProd;sku_color;description;StatutOA;Departement;TrackerTab;sku;NoDePlis;ColorCodes;LineUpNo;LineupName;DateLivOA;MaxDate;NomClientLiv;ProjectManager;ProjectNumber;Packaged;OrderType;ProjectType;OrderCategory429;ORDER CHECK;COPY;BEER;COFFIN;PRODUCE;MEAT;SERVICE DELI;BAKERY;DELI;DAIRY;SEAFOOD;SELF CONTAINED;GLASS DOOR;FROZEN;HOT CASE;CUT FRUIT;WINE;BEVERAGE;FLORAL;AREA;HU;KW;HP;TY;ZZ;SANYO;KL;BAR;CD;SCA;PANASONIC;OEM;Bracket;BracketX;Bracket2;Bracket2X;Dash;DashX;MODEL - REV1;RMV LT Dash;RMV RT Dash;Fix Mutli Dash;MODEL - REV2;MODEL FINAL;COLOR;COLOR2;old check;New check;NEW PART;OLD PART;BACKPANEL
364515;364515;83124;1;1;2;HP681 TXPT;HP FRONT PANEL SEAM COVER TXPT;2;429 Kanban;;HP681;2;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Not Old;Not New;HP681;HP681;0
364516;364516;83124;1;1;2;HP-RT004-SC TXPT;HP KICKPLATE RETAINER 3H SEAM COVER TXPT;2;429 Kanban;429;HP-RT004-SC;4;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Not Old;Not New;HP-RT004-SC;HP181;0
364517;364517;83124;1;1;2;CF007 GLBK;KICKPLATE CLOSE OFF 4H X 45L X 2LIP GLBK;2;295 Kanban;;CF007;1;"Gloss Black; TB-0551-G";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;GLBK;GLBK;Not Old;Not New;CF007;CF007;0
364518-001;364518;83124;1;2;2;HP-CN002-8 TXPT;HP CANOPY FLAT 8ft TXPT;2;295 Kanban;429;HP-CN002-8;3;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Not Old;Not New;HP-CN002-8;HP034;0
364518-002;364518;83124;1;2;2;HP-CN002-SC TXPT;HP CANOPY FLAT SEAM COVER TXPT;2;429 Kanban;429;HP-CN002-SC;3;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Not Old;Not New;HP-CN002-SC;HP176;0
364518-003;364518;83124;1;2;2;HP-FP001-8 TXPT;HP UPPER FRONT PANEL 8ft TXPT;2;295 Kanban;429;HP-FP001-8;6;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Not Old;Not New;HP-FP001-8;HP148;0
364518-004;364518;83124;1;2;2;HP-FP001-SC TXPT;HP UPPER FRONT PANEL SEAM COVER TXPT;2;429 Kanban;429;HP-FP001-SC;4;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Not Old;Not New;HP-FP001-SC;HP169;0
364518-005;364518;83124;1;2;2;HP926 TXPT;HP FRONT PANEL 96in TXPT;2;295 Kanban;;HP926;2;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Old;New;HP926;HP926;0
364518-006;364518;83124;1;2;2;HP681 TXPT;HP FRONT PANEL SEAM COVER TXPT;2;429 Kanban;;HP681;2;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Not Old;Not New;HP681;HP681;0
364518-007;364518;83124;1;2;2;HP-RT004-8 TXPT;HP KICKPLATE RETAINER 3H 8ft TXPT;2;295 Kanban;429;HP-RT004-8;7;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Not Old;Not New;HP-RT004-8;HP152;0
364518-008;364518;83124;1;2;2;HP-RT004-SC TXPT;HP KICKPLATE RETAINER 3H SEAM COVER TXPT;2;429 Kanban;429;HP-RT004-SC;4;"Pewter; HS-1161-ST";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;TXPT;TXPT;Not Old;Not New;HP-RT004-SC;HP181;0
364520-002;364520;83124;1;2;2;HP-RT002-12 GLBK;HP HONEYCOMB RETAINER 12ft GLBK;2;295 Kanban;429;HP-RT002-12;2;"Gloss Black; TB-0551-G";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;GLBK;GLBK;Not Old;Not New;HP-RT002-12;HP062;0
364520-004;364520;83124;1;2;4;HP090 GLBK;HP LH RH BACK PANEL 45W X51H GLBK;2;429 Kanban;;HP090;6;"Gloss Black; TB-0551-G";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;GLBK;GLBK;Not Old;Not New;HP090;HP090;1
364520-005;364520;83124;1;2;4;HP175 GLBK;HP RECEPTACLE HOLE COVER STRIP 43in GLBK;2;429 Kanban;;HP175;0;"Gloss Black; TB-0551-G";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;GLBK;GLBK;Not Old;Not New;HP175;HP175;0
364520-006;364520;83124;1;2;2;HP091 GLBK;HP CENTER BACK PANEL 46W X51H GLBK;2;429 Kanban;;HP091;6;"Gloss Black; TB-0551-G";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;GLBK;GLBK;Not Old;Not New;HP091;HP091;1
364520-007;364520;83124;1;2;2;HP175 GLBK;HP RECEPTACLE HOLE COVER STRIP 43in GLBK;2;429 Kanban;;HP175;0;"Gloss Black; TB-0551-G";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;GLBK;GLBK;Not Old;Not New;HP175;HP175;0
364520-008;364520;83124;1;2;2;HP-BF002-12 GLBK;HP LOWER REAR BAFFLE 12ft GLBK;2;295 Kanban;429;HP-BF002-12;5;"Gloss Black; TB-0551-G";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;GLBK;GLBK;Not Old;Not New;HP-BF002-12;HP235;0
364520-009;364520;83124;1;2;4;HP-PT001 GLBK;HP VENTED ACCESS HOLE COVER GLBK;2;429 Kanban;429;HP-PT001;0;"Gloss Black; TB-0551-G";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;GLBK;GLBK;Not Old;Not New;HP-PT001;0;0
364520-010;364520;83124;1;2;6;HP-BF003-4 GLBK;HP AIR RETURN GRILL 1.5in 4ft GLBK;2;295 Kanban;429;HP-BF003-4;4;"Gloss Black; TB-0551-G";01;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');;45498;Walmart 5767;Patrick Desrochers;WM5767Y2024;Faux;Reskin;Remodel 2024;Reskin w/ Shelf;keep;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;PRODUCE;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');40' MD PRODUCE - CASE 4-7 - HP O5DMNRG (2X8'+2X12');HP;HP;HP;HP;HP;HP;HP;HP;HP;HP;11;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;24;40' MD PRODUCE - CASE 4-7 - HP O5DMNRG;O5DMNRG;O5DMNRG;O5DMNRG;O5DM;O5DM;O5DM;GLBK;GLBK;Not Old;Not New;HP-BF003-4;HP014;0
